"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 24, 2021","1,298.74","1,298.86","1,307.56","1,289.16","714.27K","-0.01%"
"Aug 23, 2021","1,298.86","1,329.43","1,329.43","1,298.86","795.07K","-2.30%"
"Aug 20, 2021","1,329.43","1,374.85","1,374.85","1,317.52","1.21M","-3.30%"
"Aug 19, 2021","1,374.85","1,360.94","1,374.85","1,352.94","728.17K","1.02%"
"Aug 18, 2021","1,360.94","1,363.09","1,370.50","1,355.83","689.78K","-0.16%"
"Aug 17, 2021","1,363.09","1,370.96","1,379.70","1,359.11","768.61K","-0.57%"
"Aug 16, 2021","1,370.96","1,357.05","1,372.33","1,357.05","827.71K","1.03%"
"Aug 13, 2021","1,357.05","1,353.05","1,357.41","1,336.74","744.15K","0.30%"
"Aug 12, 2021","1,353.05","1,357.79","1,365.01","1,353.05","741.56K","-0.35%"
"Aug 11, 2021","1,357.79","1,362.43","1,374.03","1,357.79","806.77K","-0.34%"
"Aug 10, 2021","1,362.43","1,359.86","1,370.35","1,358.12","716.54K","0.19%"
"Aug 09, 2021","1,359.86","1,341.45","1,361.12","1,334.69","688.43K","1.37%"
"Aug 06, 2021","1,341.45","1,345.55","1,351.85","1,341.45","736.16K","-0.30%"
"Aug 05, 2021","1,345.55","1,334.74","1,346.62","1,326.80","635.47K","0.81%"
"Aug 04, 2021","1,334.74","1,332.44","1,340.76","1,328.40","661.80K","0.17%"
"Aug 03, 2021","1,332.44","1,314.22","1,332.44","1,314.22","647.01K","1.39%"
"Aug 02, 2021","1,314.22","1,310.05","1,322.35","1,304.49","614.53K","0.32%"
"Jul 30, 2021","1,310.05","1,293.60","1,311.97","1,293.60","644.44K","1.27%"
"Jul 29, 2021","1,293.60","1,277.07","1,293.60","1,277.07","491.06K","1.29%"
"Jul 28, 2021","1,277.07","1,276.93","1,281.17","1,271.78","406.89K","0.01%"
"Jul 27, 2021","1,276.93","1,272.71","1,288.35","1,272.71","566.75K","0.33%"
"Jul 26, 2021","1,272.71","1,268.83","1,277.33","1,254.57","508.55K","0.31%"
"Jul 23, 2021","1,268.83","1,293.67","1,295.63","1,268.83","582.25K","-1.92%"
"Jul 22, 2021","1,293.67","1,270.79","1,294.16","1,266.54","536.41K","1.80%"
"Jul 21, 2021","1,270.79","1,273.29","1,284.33","1,266.71","451.95K","-0.20%"
"Jul 20, 2021","1,273.29","1,243.51","1,273.29","1,225.52","568.60K","2.39%"
"Jul 19, 2021","1,243.51","1,299.31","1,299.31","1,237.79","731.02K","-4.29%"
