"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 23, 2021","41,900.0","42,250.0","42,450.0","41,500.0","23.68M","-0.24%"
"Jun 22, 2021","42,000.0","41,000.0","42,450.0","40,900.0","35.45M","3.32%"
"Jun 21, 2021","40,650.0","40,400.0","40,950.0","40,100.0","18.82M","0.25%"
"Jun 18, 2021","40,550.0","41,000.0","41,000.0","40,450.0","26.02M","1.63%"
"Jun 17, 2021","39,900.0","38,000.0","40,000.0","37,900.0","25.76M","3.10%"
"Jun 16, 2021","38,700.0","39,250.0","39,550.0","38,650.0","20.70M","-1.53%"
"Jun 15, 2021","39,300.0","39,300.0","39,950.0","38,650.0","24.89M","0.00%"
"Jun 14, 2021","39,300.0","39,400.0","39,900.0","38,900.0","24.59M","-0.25%"
"Jun 11, 2021","39,400.0","38,200.0","39,950.0","37,750.0","25.00M","3.96%"
"Jun 10, 2021","37,900.0","38,500.0","38,950.0","37,700.0","15.56M","-1.69%"
"Jun 09, 2021","38,550.0","37,100.0","38,800.0","36,750.0","30.63M","3.35%"
"Jun 08, 2021","37,300.0","39,500.0","39,950.0","37,100.0","29.81M","-6.16%"
"Jun 07, 2021","39,750.0","41,500.0","41,500.0","39,000.0","30.85M","-4.33%"
"Jun 04, 2021","41,550.0","41,200.0","42,700.0","41,100.0","32.90M","0.97%"
"Jun 03, 2021","41,150.0","40,000.0","41,150.0","39,850.0","29.09M","6.88%"
